ligand,gene,uniprot_acc,pocket_id,druggability_score,affinity_kcal_per_mol,status,message
dimethyl_ether,TWK-18,Q18120,3,0.058,-1.9,OK,affinity=-1.90 kcal/mol elapsed=1.0s
hexafluoroethane,TWK-18,Q18120,3,0.058,-4.6,OK,affinity=-4.60 kcal/mol elapsed=1.7s
methanol,TWK-18,Q18120,3,0.058,-2.1,OK,affinity=-2.10 kcal/mol elapsed=1.0s
npentane,TWK-18,Q18120,3,0.058,-3.9,OK,affinity=-3.90 kcal/mol elapsed=1.6s
trans_12_dichloroethylene,TWK-18,Q18120,3,0.058,-2.7,OK,affinity=-2.70 kcal/mol elapsed=1.1s
benzene,TWK-29,Q564V7,19,0.908,-4.4,OK,affinity=-4.40 kcal/mol elapsed=1.2s
cis_12_dichloroethylene,TWK-29,Q564V7,19,0.908,-2.4,OK,affinity=-2.40 kcal/mol elapsed=1.1s
cyclohexane,TWK-29,Q564V7,19,0.908,-3.5,OK,affinity=-3.50 kcal/mol elapsed=1.2s
dimethyl_ether,TWK-29,Q564V7,19,0.908,-1.8,OK,affinity=-1.80 kcal/mol elapsed=1.0s
hexafluoroethane,TWK-29,Q564V7,19,0.908,-4.3,OK,affinity=-4.30 kcal/mol elapsed=1.7s
methanol,TWK-29,Q564V7,19,0.908,-1.4,OK,affinity=-1.40 kcal/mol elapsed=1.0s
npentane,TWK-29,Q564V7,19,0.908,-3.5,OK,affinity=-3.50 kcal/mol elapsed=1.6s
trans_12_dichloroethylene,TWK-29,Q564V7,19,0.908,-2.4,OK,affinity=-2.40 kcal/mol elapsed=1.1s
benzene,TWK-29,Q564V7,1,0.409,-4.4,OK,affinity=-4.40 kcal/mol elapsed=1.2s
cis_12_dichloroethylene,TWK-29,Q564V7,1,0.409,-2.9,OK,affinity=-2.90 kcal/mol elapsed=1.2s
cyclohexane,TWK-29,Q564V7,1,0.409,-4.3,OK,affinity=-4.30 kcal/mol elapsed=1.3s
dimethyl_ether,TWK-29,Q564V7,1,0.409,-2.4,OK,affinity=-2.40 kcal/mol elapsed=1.1s
hexafluoroethane,TWK-29,Q564V7,1,0.409,-4.7,OK,affinity=-4.70 kcal/mol elapsed=1.8s
methanol,TWK-29,Q564V7,1,0.409,-1.8,OK,affinity=-1.80 kcal/mol elapsed=1.1s
npentane,TWK-29,Q564V7,1,0.409,-3.8,OK,affinity=-3.80 kcal/mol elapsed=1.8s
trans_12_dichloroethylene,TWK-29,Q564V7,1,0.409,-2.8,OK,affinity=-2.80 kcal/mol elapsed=1.2s
benzene,TWK-29,Q564V7,34,0.106,-3.5,OK,affinity=-3.50 kcal/mol elapsed=1.1s
cis_12_dichloroethylene,TWK-29,Q564V7,34,0.106,-2.3,OK,affinity=-2.30 kcal/mol elapsed=1.0s
cyclohexane,TWK-29,Q564V7,34,0.106,-3.3,OK,affinity=-3.30 kcal/mol elapsed=1.1s
dimethyl_ether,TWK-29,Q564V7,34,0.106,-1.8,OK,affinity=-1.80 kcal/mol elapsed=0.9s
hexafluoroethane,TWK-29,Q564V7,34,0.106,-3.8,OK,affinity=-3.80 kcal/mol elapsed=1.6s
methanol,TWK-29,Q564V7,34,0.106,-1.7,OK,affinity=-1.70 kcal/mol elapsed=0.9s
npentane,TWK-29,Q564V7,34,0.106,-3.0,OK,affinity=-3.00 kcal/mol elapsed=1.5s
trans_12_dichloroethylene,TWK-29,Q564V7,34,0.106,-2.4,OK,affinity=-2.40 kcal/mol elapsed=1.0s
benzene,TWK-7,P34410,3,0.165,-4.1,OK,affinity=-4.10 kcal/mol elapsed=1.2s
cis_12_dichloroethylene,TWK-7,P34410,3,0.165,-2.7,OK,affinity=-2.70 kcal/mol elapsed=1.1s
cyclohexane,TWK-7,P34410,3,0.165,-4.1,OK,affinity=-4.10 kcal/mol elapsed=1.2s
dimethyl_ether,TWK-7,P34410,3,0.165,-1.9,OK,affinity=-1.90 kcal/mol elapsed=1.0s
hexafluoroethane,TWK-7,P34410,3,0.165,-4.5,OK,affinity=-4.50 kcal/mol elapsed=1.7s
methanol,TWK-7,P34410,3,0.165,-1.7,OK,affinity=-1.70 kcal/mol elapsed=1.0s
npentane,TWK-7,P34410,3,0.165,-3.4,OK,affinity=-3.40 kcal/mol elapsed=1.6s
trans_12_dichloroethylene,TWK-7,P34410,3,0.165,-2.7,OK,affinity=-2.70 kcal/mol elapsed=1.1s
benzene,TWK-7,P34410,24,0.151,-3.5,OK,affinity=-3.50 kcal/mol elapsed=1.1s
cis_12_dichloroethylene,TWK-7,P34410,24,0.151,-2.4,OK,affinity=-2.40 kcal/mol elapsed=1.0s
cyclohexane,TWK-7,P34410,24,0.151,-3.8,OK,affinity=-3.80 kcal/mol elapsed=1.1s
dimethyl_ether,TWK-7,P34410,24,0.151,-1.8,OK,affinity=-1.80 kcal/mol elapsed=1.0s
hexafluoroethane,TWK-7,P34410,24,0.151,-3.9,OK,affinity=-3.90 kcal/mol elapsed=1.8s
methanol,TWK-7,P34410,24,0.151,-1.6,OK,affinity=-1.60 kcal/mol elapsed=0.9s
npentane,TWK-7,P34410,24,0.151,-3.1,OK,affinity=-3.10 kcal/mol elapsed=1.6s
trans_12_dichloroethylene,TWK-7,P34410,24,0.151,-2.2,OK,affinity=-2.20 kcal/mol elapsed=1.0s
benzene,TWK-7,P34410,17,0.06,-3.5,OK,affinity=-3.50 kcal/mol elapsed=1.0s
cis_12_dichloroethylene,TWK-7,P34410,17,0.06,-2.4,OK,affinity=-2.40 kcal/mol elapsed=0.9s
cyclohexane,TWK-7,P34410,17,0.06,-3.8,OK,affinity=-3.80 kcal/mol elapsed=1.0s
dimethyl_ether,TWK-7,P34410,17,0.06,-1.6,OK,affinity=-1.60 kcal/mol elapsed=0.9s
hexafluoroethane,TWK-7,P34410,17,0.06,-3.9,OK,affinity=-3.90 kcal/mol elapsed=1.6s
methanol,TWK-7,P34410,17,0.06,-1.5,OK,affinity=-1.50 kcal/mol elapsed=0.9s
npentane,TWK-7,P34410,17,0.06,-3.1,OK,affinity=-3.10 kcal/mol elapsed=1.5s
trans_12_dichloroethylene,TWK-7,P34410,17,0.06,-2.3,OK,affinity=-2.30 kcal/mol elapsed=0.9s
benzene,UNC-13,P27715,140,0.845,-3.5,OK,affinity=-3.50 kcal/mol elapsed=1.7s
cis_12_dichloroethylene,UNC-13,P27715,140,0.845,-2.4,OK,affinity=-2.40 kcal/mol elapsed=1.7s
cyclohexane,UNC-13,P27715,140,0.845,-3.5,OK,affinity=-3.50 kcal/mol elapsed=1.7s
dimethyl_ether,UNC-13,P27715,140,0.845,-1.9,OK,affinity=-1.90 kcal/mol elapsed=1.6s
hexafluoroethane,UNC-13,P27715,140,0.845,-4.2,OK,affinity=-4.20 kcal/mol elapsed=2.4s
methanol,UNC-13,P27715,140,0.845,-2.0,OK,affinity=-2.00 kcal/mol elapsed=1.6s
npentane,UNC-13,P27715,140,0.845,-3.0,OK,affinity=-3.00 kcal/mol elapsed=2.2s
trans_12_dichloroethylene,UNC-13,P27715,140,0.845,-2.4,OK,affinity=-2.40 kcal/mol elapsed=1.7s
benzene,UNC-13,P27715,153,0.201,-3.5,OK,affinity=-3.50 kcal/mol elapsed=1.4s
cis_12_dichloroethylene,UNC-13,P27715,153,0.201,-2.4,OK,affinity=-2.40 kcal/mol elapsed=1.4s
cyclohexane,UNC-13,P27715,153,0.201,-3.6,OK,affinity=-3.60 kcal/mol elapsed=1.4s
dimethyl_ether,UNC-13,P27715,153,0.201,-1.9,OK,affinity=-1.90 kcal/mol elapsed=1.3s
hexafluoroethane,UNC-13,P27715,153,0.201,-4.2,OK,affinity=-4.20 kcal/mol elapsed=2.0s
methanol,UNC-13,P27715,153,0.201,-2.0,OK,affinity=-2.00 kcal/mol elapsed=1.3s
npentane,UNC-13,P27715,153,0.201,-3.0,OK,affinity=-3.00 kcal/mol elapsed=1.9s
trans_12_dichloroethylene,UNC-13,P27715,153,0.201,-2.4,OK,affinity=-2.40 kcal/mol elapsed=1.4s
benzene,UNC-13,P27715,149,0.187,-3.5,OK,affinity=-3.50 kcal/mol elapsed=1.4s
cis_12_dichloroethylene,UNC-13,P27715,149,0.187,-2.4,OK,affinity=-2.40 kcal/mol elapsed=1.4s
cyclohexane,UNC-13,P27715,149,0.187,-3.5,OK,affinity=-3.50 kcal/mol elapsed=1.4s
dimethyl_ether,UNC-13,P27715,149,0.187,-1.8,OK,affinity=-1.80 kcal/mol elapsed=1.3s
hexafluoroethane,UNC-13,P27715,149,0.187,-4.2,OK,affinity=-4.20 kcal/mol elapsed=2.0s
methanol,UNC-13,P27715,149,0.187,-2.0,OK,affinity=-2.00 kcal/mol elapsed=1.3s
npentane,UNC-13,P27715,149,0.187,-2.9,OK,affinity=-2.90 kcal/mol elapsed=1.9s
trans_12_dichloroethylene,UNC-13,P27715,149,0.187,-2.4,OK,affinity=-2.40 kcal/mol elapsed=1.4s
benzene,UNC-18,P34815,12,0.612,-3.9,OK,affinity=-3.90 kcal/mol elapsed=1.4s
cis_12_dichloroethylene,UNC-18,P34815,12,0.612,-2.5,OK,affinity=-2.50 kcal/mol elapsed=1.4s
cyclohexane,UNC-18,P34815,12,0.612,-3.9,OK,affinity=-3.90 kcal/mol elapsed=1.4s
dimethyl_ether,UNC-18,P34815,12,0.612,-2.2,OK,affinity=-2.20 kcal/mol elapsed=1.3s
hexafluoroethane,UNC-18,P34815,12,0.612,-4.7,OK,affinity=-4.70 kcal/mol elapsed=1.9s
methanol,UNC-18,P34815,12,0.612,-2.0,OK,affinity=-2.00 kcal/mol elapsed=1.2s
npentane,UNC-18,P34815,12,0.612,-3.3,OK,affinity=-3.30 kcal/mol elapsed=1.9s
trans_12_dichloroethylene,UNC-18,P34815,12,0.612,-2.7,OK,affinity=-2.70 kcal/mol elapsed=1.3s
benzene,UNC-18,P34815,39,0.521,-3.2,OK,affinity=-3.20 kcal/mol elapsed=1.0s
cis_12_dichloroethylene,UNC-18,P34815,39,0.521,-1.9,OK,affinity=-1.90 kcal/mol elapsed=0.8s
cyclohexane,UNC-18,P34815,39,0.521,-3.0,OK,affinity=-3.00 kcal/mol elapsed=0.9s
dimethyl_ether,UNC-18,P34815,39,0.521,-1.6,OK,affinity=-1.60 kcal/mol elapsed=0.8s
hexafluoroethane,UNC-18,P34815,39,0.521,-3.1,OK,affinity=-3.10 kcal/mol elapsed=1.5s
methanol,UNC-18,P34815,39,0.521,-1.4,OK,affinity=-1.40 kcal/mol elapsed=0.8s
npentane,UNC-18,P34815,39,0.521,-2.5,OK,affinity=-2.50 kcal/mol elapsed=1.4s
trans_12_dichloroethylene,UNC-18,P34815,39,0.521,-1.8,OK,affinity=-1.80 kcal/mol elapsed=0.9s
benzene,UNC-18,P34815,3,0.315,-4.5,OK,affinity=-4.50 kcal/mol elapsed=1.8s
cis_12_dichloroethylene,UNC-18,P34815,3,0.315,-3.0,OK,affinity=-3.00 kcal/mol elapsed=1.7s
cyclohexane,UNC-18,P34815,3,0.315,-4.6,OK,affinity=-4.60 kcal/mol elapsed=1.8s
dimethyl_ether,UNC-18,P34815,3,0.315,-2.3,OK,affinity=-2.30 kcal/mol elapsed=1.7s
hexafluoroethane,UNC-18,P34815,3,0.315,-5.0,OK,affinity=-5.00 kcal/mol elapsed=2.4s
methanol,UNC-18,P34815,3,0.315,-2.2,OK,affinity=-2.20 kcal/mol elapsed=1.7s
npentane,UNC-18,P34815,3,0.315,-3.6,OK,affinity=-3.60 kcal/mol elapsed=2.3s
trans_12_dichloroethylene,UNC-18,P34815,3,0.315,-2.8,OK,affinity=-2.80 kcal/mol elapsed=1.8s
benzene,UNC-29,P48181,1,0.67,-4.0,OK,affinity=-4.00 kcal/mol elapsed=1.1s
cis_12_dichloroethylene,UNC-29,P48181,1,0.67,-2.7,OK,affinity=-2.70 kcal/mol elapsed=1.1s
cyclohexane,UNC-29,P48181,1,0.67,-3.8,OK,affinity=-3.80 kcal/mol elapsed=1.1s
dimethyl_ether,UNC-29,P48181,1,0.67,-1.8,OK,affinity=-1.80 kcal/mol elapsed=1.0s
hexafluoroethane,UNC-29,P48181,1,0.67,-4.9,OK,affinity=-4.90 kcal/mol elapsed=1.7s
methanol,UNC-29,P48181,1,0.67,-1.6,OK,affinity=-1.60 kcal/mol elapsed=0.9s
npentane,UNC-29,P48181,1,0.67,-3.5,OK,affinity=-3.50 kcal/mol elapsed=1.6s
trans_12_dichloroethylene,UNC-29,P48181,1,0.67,-2.7,OK,affinity=-2.70 kcal/mol elapsed=1.1s
benzene,UNC-29,P48181,2,0.083,-3.4,OK,affinity=-3.40 kcal/mol elapsed=1.2s
cis_12_dichloroethylene,UNC-29,P48181,2,0.083,-2.5,OK,affinity=-2.50 kcal/mol elapsed=1.2s
cyclohexane,UNC-29,P48181,2,0.083,-3.4,OK,affinity=-3.40 kcal/mol elapsed=1.2s
dimethyl_ether,UNC-29,P48181,2,0.083,-2.0,OK,affinity=-2.00 kcal/mol elapsed=1.1s
hexafluoroethane,UNC-29,P48181,2,0.083,-4.0,OK,affinity=-4.00 kcal/mol elapsed=1.8s
methanol,UNC-29,P48181,2,0.083,-1.7,OK,affinity=-1.70 kcal/mol elapsed=1.1s
npentane,UNC-29,P48181,2,0.083,-2.9,OK,affinity=-2.90 kcal/mol elapsed=1.7s
trans_12_dichloroethylene,UNC-29,P48181,2,0.083,-2.4,OK,affinity=-2.40 kcal/mol elapsed=1.2s
benzene,UNC-29,P48181,3,0.027,-3.4,OK,affinity=-3.40 kcal/mol elapsed=1.4s
cis_12_dichloroethylene,UNC-29,P48181,3,0.027,-2.3,OK,affinity=-2.30 kcal/mol elapsed=1.3s
cyclohexane,UNC-29,P48181,3,0.027,-3.3,OK,affinity=-3.30 kcal/mol elapsed=1.4s
dimethyl_ether,UNC-29,P48181,3,0.027,-1.7,OK,affinity=-1.70 kcal/mol elapsed=1.3s
hexafluoroethane,UNC-29,P48181,3,0.027,-3.9,OK,affinity=-3.90 kcal/mol elapsed=1.9s
methanol,UNC-29,P48181,3,0.027,-1.9,OK,affinity=-1.90 kcal/mol elapsed=1.3s
npentane,UNC-29,P48181,3,0.027,-2.9,OK,affinity=-2.90 kcal/mol elapsed=1.9s
trans_12_dichloroethylene,UNC-29,P48181,3,0.027,-2.4,OK,affinity=-2.40 kcal/mol elapsed=1.3s
benzene,UNC-38,Q23022,3,0.564,-4.5,OK,affinity=-4.50 kcal/mol elapsed=1.1s
cis_12_dichloroethylene,UNC-38,Q23022,3,0.564,-2.6,OK,affinity=-2.60 kcal/mol elapsed=1.0s
cyclohexane,UNC-38,Q23022,3,0.564,-4.4,OK,affinity=-4.40 kcal/mol elapsed=1.1s
dimethyl_ether,UNC-38,Q23022,3,0.564,-1.8,OK,affinity=-1.80 kcal/mol elapsed=0.9s
hexafluoroethane,UNC-38,Q23022,3,0.564,-4.7,OK,affinity=-4.70 kcal/mol elapsed=1.6s
methanol,UNC-38,Q23022,3,0.564,-1.9,OK,affinity=-1.90 kcal/mol elapsed=0.9s
npentane,UNC-38,Q23022,3,0.564,-3.7,OK,affinity=-3.70 kcal/mol elapsed=1.6s
trans_12_dichloroethylene,UNC-38,Q23022,3,0.564,-2.5,OK,affinity=-2.50 kcal/mol elapsed=1.0s
benzene,UNC-38,Q23022,6,0.201,-3.4,OK,affinity=-3.40 kcal/mol elapsed=1.3s
cis_12_dichloroethylene,UNC-38,Q23022,6,0.201,-2.2,OK,affinity=-2.20 kcal/mol elapsed=1.1s
cyclohexane,UNC-38,Q23022,6,0.201,-3.4,OK,affinity=-3.40 kcal/mol elapsed=1.2s
dimethyl_ether,UNC-38,Q23022,6,0.201,-2.0,OK,affinity=-2.00 kcal/mol elapsed=1.1s
hexafluoroethane,UNC-38,Q23022,6,0.201,-3.8,OK,affinity=-3.80 kcal/mol elapsed=1.8s
methanol,UNC-38,Q23022,6,0.201,-1.8,OK,affinity=-1.80 kcal/mol elapsed=1.0s
npentane,UNC-38,Q23022,6,0.201,-2.9,OK,affinity=-2.90 kcal/mol elapsed=1.8s
trans_12_dichloroethylene,UNC-38,Q23022,6,0.201,-2.2,OK,affinity=-2.20 kcal/mol elapsed=1.2s
benzene,UNC-38,Q23022,38,0.168,-3.5,OK,affinity=-3.50 kcal/mol elapsed=1.0s
cis_12_dichloroethylene,UNC-38,Q23022,38,0.168,-2.3,OK,affinity=-2.30 kcal/mol elapsed=0.9s
cyclohexane,UNC-38,Q23022,38,0.168,-3.6,OK,affinity=-3.60 kcal/mol elapsed=1.0s
dimethyl_ether,UNC-38,Q23022,38,0.168,-1.8,OK,affinity=-1.80 kcal/mol elapsed=0.9s
hexafluoroethane,UNC-38,Q23022,38,0.168,-4.2,OK,affinity=-4.20 kcal/mol elapsed=1.6s
methanol,UNC-38,Q23022,38,0.168,-1.4,OK,affinity=-1.40 kcal/mol elapsed=0.9s
npentane,UNC-38,Q23022,38,0.168,-3.2,OK,affinity=-3.20 kcal/mol elapsed=1.5s
trans_12_dichloroethylene,UNC-38,Q23022,38,0.168,-2.2,OK,affinity=-2.20 kcal/mol elapsed=0.9s
benzene,UNC-49,G5EBQ0,7,0.574,-3.8,OK,affinity=-3.80 kcal/mol elapsed=1.1s
cis_12_dichloroethylene,UNC-49,G5EBQ0,7,0.574,-2.5,OK,affinity=-2.50 kcal/mol elapsed=1.1s
cyclohexane,UNC-49,G5EBQ0,7,0.574,-3.6,OK,affinity=-3.60 kcal/mol elapsed=1.1s
dimethyl_ether,UNC-49,G5EBQ0,7,0.574,-1.7,OK,affinity=-1.70 kcal/mol elapsed=1.0s
hexafluoroethane,UNC-49,G5EBQ0,7,0.574,-4.3,OK,affinity=-4.30 kcal/mol elapsed=1.6s
methanol,UNC-49,G5EBQ0,7,0.574,-1.6,OK,affinity=-1.60 kcal/mol elapsed=0.9s
npentane,UNC-49,G5EBQ0,7,0.574,-3.3,OK,affinity=-3.30 kcal/mol elapsed=1.6s
trans_12_dichloroethylene,UNC-49,G5EBQ0,7,0.574,-2.3,OK,affinity=-2.30 kcal/mol elapsed=1.0s
benzene,UNC-49,G5EBQ0,13,0.363,-4.3,OK,affinity=-4.30 kcal/mol elapsed=1.0s
cis_12_dichloroethylene,UNC-49,G5EBQ0,13,0.363,-2.5,OK,affinity=-2.50 kcal/mol elapsed=0.9s
cyclohexane,UNC-49,G5EBQ0,13,0.363,-4.1,OK,affinity=-4.10 kcal/mol elapsed=1.0s
dimethyl_ether,UNC-49,G5EBQ0,13,0.363,-1.7,OK,affinity=-1.70 kcal/mol elapsed=0.9s
hexafluoroethane,UNC-49,G5EBQ0,13,0.363,-3.9,OK,affinity=-3.90 kcal/mol elapsed=1.5s
methanol,UNC-49,G5EBQ0,13,0.363,-1.5,OK,affinity=-1.50 kcal/mol elapsed=0.8s
npentane,UNC-49,G5EBQ0,13,0.363,-3.3,OK,affinity=-3.30 kcal/mol elapsed=1.4s
trans_12_dichloroethylene,UNC-49,G5EBQ0,13,0.363,-2.3,OK,affinity=-2.30 kcal/mol elapsed=0.9s
benzene,UNC-49,G5EBQ0,11,0.026,-3.3,OK,affinity=-3.30 kcal/mol elapsed=1.1s
cis_12_dichloroethylene,UNC-49,G5EBQ0,11,0.026,-2.2,OK,affinity=-2.20 kcal/mol elapsed=1.1s
cyclohexane,UNC-49,G5EBQ0,11,0.026,-3.3,OK,affinity=-3.30 kcal/mol elapsed=1.1s
dimethyl_ether,UNC-49,G5EBQ0,11,0.026,-1.8,OK,affinity=-1.80 kcal/mol elapsed=1.0s
hexafluoroethane,UNC-49,G5EBQ0,11,0.026,-3.7,OK,affinity=-3.70 kcal/mol elapsed=1.7s
methanol,UNC-49,G5EBQ0,11,0.026,-1.9,OK,affinity=-1.90 kcal/mol elapsed=1.0s
npentane,UNC-49,G5EBQ0,11,0.026,-2.8,OK,affinity=-2.80 kcal/mol elapsed=1.6s
trans_12_dichloroethylene,UNC-49,G5EBQ0,11,0.026,-2.3,OK,affinity=-2.30 kcal/mol elapsed=1.1s
benzene,UNC-63,Q9N587,12,0.644,-4.5,OK,affinity=-4.50 kcal/mol elapsed=1.1s
cis_12_dichloroethylene,UNC-63,Q9N587,12,0.644,-2.6,OK,affinity=-2.60 kcal/mol elapsed=1.0s
cyclohexane,UNC-63,Q9N587,12,0.644,-4.4,OK,affinity=-4.40 kcal/mol elapsed=1.1s
dimethyl_ether,UNC-63,Q9N587,12,0.644,-1.8,OK,affinity=-1.80 kcal/mol elapsed=1.0s
hexafluoroethane,UNC-63,Q9N587,12,0.644,-4.7,OK,affinity=-4.70 kcal/mol elapsed=1.7s
methanol,UNC-63,Q9N587,12,0.644,-1.7,OK,affinity=-1.70 kcal/mol elapsed=0.9s
npentane,UNC-63,Q9N587,12,0.644,-3.7,OK,affinity=-3.70 kcal/mol elapsed=1.6s
trans_12_dichloroethylene,UNC-63,Q9N587,12,0.644,-2.6,OK,affinity=-2.60 kcal/mol elapsed=1.0s
benzene,UNC-63,Q9N587,3,0.513,-3.4,OK,affinity=-3.40 kcal/mol elapsed=1.2s
cis_12_dichloroethylene,UNC-63,Q9N587,3,0.513,-2.3,OK,affinity=-2.30 kcal/mol elapsed=1.1s
cyclohexane,UNC-63,Q9N587,3,0.513,-3.4,OK,affinity=-3.40 kcal/mol elapsed=1.2s
dimethyl_ether,UNC-63,Q9N587,3,0.513,-1.9,OK,affinity=-1.90 kcal/mol elapsed=1.1s
hexafluoroethane,UNC-63,Q9N587,3,0.513,-3.8,OK,affinity=-3.80 kcal/mol elapsed=1.8s
methanol,UNC-63,Q9N587,3,0.513,-1.8,OK,affinity=-1.80 kcal/mol elapsed=1.0s
npentane,UNC-63,Q9N587,3,0.513,-3.0,OK,affinity=-3.00 kcal/mol elapsed=1.7s
trans_12_dichloroethylene,UNC-63,Q9N587,3,0.513,-2.3,OK,affinity=-2.30 kcal/mol elapsed=1.2s
benzene,UNC-63,Q9N587,2,0.339,-4.5,OK,affinity=-4.50 kcal/mol elapsed=1.1s
cis_12_dichloroethylene,UNC-63,Q9N587,2,0.339,-3.2,OK,affinity=-3.20 kcal/mol elapsed=1.0s
cyclohexane,UNC-63,Q9N587,2,0.339,-4.8,OK,affinity=-4.80 kcal/mol elapsed=1.1s
dimethyl_ether,UNC-63,Q9N587,2,0.339,-2.1,OK,affinity=-2.10 kcal/mol elapsed=1.1s
hexafluoroethane,UNC-63,Q9N587,2,0.339,-5.5,OK,affinity=-5.50 kcal/mol elapsed=1.7s
methanol,UNC-63,Q9N587,2,0.339,-2.0,OK,affinity=-2.00 kcal/mol elapsed=0.9s
npentane,UNC-63,Q9N587,2,0.339,-4.1,OK,affinity=-4.10 kcal/mol elapsed=1.6s
trans_12_dichloroethylene,UNC-63,Q9N587,2,0.339,-3.1,OK,affinity=-3.10 kcal/mol elapsed=1.0s
benzene,UNC-64,O16000,2,0.211,-2.7,OK,affinity=-2.70 kcal/mol elapsed=0.8s
cis_12_dichloroethylene,UNC-64,O16000,2,0.211,-1.8,OK,affinity=-1.80 kcal/mol elapsed=0.8s
cyclohexane,UNC-64,O16000,2,0.211,-2.5,OK,affinity=-2.50 kcal/mol elapsed=0.8s
dimethyl_ether,UNC-64,O16000,2,0.211,-1.2,OK,affinity=-1.20 kcal/mol elapsed=0.7s
hexafluoroethane,UNC-64,O16000,2,0.211,-2.9,OK,affinity=-2.90 kcal/mol elapsed=1.4s
methanol,UNC-64,O16000,2,0.211,-1.3,OK,affinity=-1.30 kcal/mol elapsed=0.7s
npentane,UNC-64,O16000,2,0.211,-2.4,OK,affinity=-2.40 kcal/mol elapsed=1.4s
trans_12_dichloroethylene,UNC-64,O16000,2,0.211,-1.7,OK,affinity=-1.70 kcal/mol elapsed=0.8s
benzene,UNC-64,O16000,15,0.168,-3.4,OK,affinity=-3.40 kcal/mol elapsed=1.1s
cis_12_dichloroethylene,UNC-64,O16000,15,0.168,-2.3,OK,affinity=-2.30 kcal/mol elapsed=1.0s
cyclohexane,UNC-64,O16000,15,0.168,-3.3,OK,affinity=-3.30 kcal/mol elapsed=1.1s
dimethyl_ether,UNC-64,O16000,15,0.168,-1.7,OK,affinity=-1.70 kcal/mol elapsed=0.9s
hexafluoroethane,UNC-64,O16000,15,0.168,-3.9,OK,affinity=-3.90 kcal/mol elapsed=1.6s
methanol,UNC-64,O16000,15,0.168,-1.7,OK,affinity=-1.70 kcal/mol elapsed=0.9s
npentane,UNC-64,O16000,15,0.168,-2.9,OK,affinity=-2.90 kcal/mol elapsed=1.5s
trans_12_dichloroethylene,UNC-64,O16000,15,0.168,-2.2,OK,affinity=-2.20 kcal/mol elapsed=1.0s
benzene,UNC-64,O16000,7,0.156,-3.3,OK,affinity=-3.30 kcal/mol elapsed=0.8s
cis_12_dichloroethylene,UNC-64,O16000,7,0.156,-1.9,OK,affinity=-1.90 kcal/mol elapsed=0.7s
cyclohexane,UNC-64,O16000,7,0.156,-3.0,OK,affinity=-3.00 kcal/mol elapsed=0.8s
dimethyl_ether,UNC-64,O16000,7,0.156,-1.4,OK,affinity=-1.40 kcal/mol elapsed=0.7s
hexafluoroethane,UNC-64,O16000,7,0.156,-3.2,OK,affinity=-3.20 kcal/mol elapsed=1.3s
methanol,UNC-64,O16000,7,0.156,-1.3,OK,affinity=-1.30 kcal/mol elapsed=0.7s
npentane,UNC-64,O16000,7,0.156,-2.6,OK,affinity=-2.60 kcal/mol elapsed=1.3s
trans_12_dichloroethylene,UNC-64,O16000,7,0.156,-1.9,OK,affinity=-1.90 kcal/mol elapsed=0.7s
benzene,UNC-79,P42173,53,0.664,-3.8,OK,affinity=-3.80 kcal/mol elapsed=1.1s
cis_12_dichloroethylene,UNC-79,P42173,53,0.664,-2.5,OK,affinity=-2.50 kcal/mol elapsed=1.0s
cyclohexane,UNC-79,P42173,53,0.664,-4.0,OK,affinity=-4.00 kcal/mol elapsed=1.1s
dimethyl_ether,UNC-79,P42173,53,0.664,-1.8,OK,affinity=-1.80 kcal/mol elapsed=1.0s
hexafluoroethane,UNC-79,P42173,53,0.664,-4.0,OK,affinity=-4.00 kcal/mol elapsed=1.6s
methanol,UNC-79,P42173,53,0.664,-1.8,OK,affinity=-1.80 kcal/mol elapsed=1.0s
npentane,UNC-79,P42173,53,0.664,-3.1,OK,affinity=-3.10 kcal/mol elapsed=1.6s
trans_12_dichloroethylene,UNC-79,P42173,53,0.664,-2.2,OK,affinity=-2.20 kcal/mol elapsed=1.1s
benzene,UNC-79,P42173,17,0.446,-4.1,OK,affinity=-4.10 kcal/mol elapsed=1.1s
cis_12_dichloroethylene,UNC-79,P42173,17,0.446,-2.8,OK,affinity=-2.80 kcal/mol elapsed=1.0s
cyclohexane,UNC-79,P42173,17,0.446,-3.8,OK,affinity=-3.80 kcal/mol elapsed=1.1s
dimethyl_ether,UNC-79,P42173,17,0.446,-2.0,OK,affinity=-2.00 kcal/mol elapsed=1.0s
hexafluoroethane,UNC-79,P42173,17,0.446,-4.4,OK,affinity=-4.40 kcal/mol elapsed=1.6s
methanol,UNC-79,P42173,17,0.446,-1.9,OK,affinity=-1.90 kcal/mol elapsed=0.9s
npentane,UNC-79,P42173,17,0.446,-3.6,OK,affinity=-3.60 kcal/mol elapsed=1.5s
trans_12_dichloroethylene,UNC-79,P42173,17,0.446,-2.6,OK,affinity=-2.60 kcal/mol elapsed=1.0s
benzene,UNC-79,P42173,4,0.163,-3.1,OK,affinity=-3.10 kcal/mol elapsed=1.2s
cis_12_dichloroethylene,UNC-79,P42173,4,0.163,-2.0,OK,affinity=-2.00 kcal/mol elapsed=1.2s
cyclohexane,UNC-79,P42173,4,0.163,-3.0,OK,affinity=-3.00 kcal/mol elapsed=1.2s
dimethyl_ether,UNC-79,P42173,4,0.163,-1.7,OK,affinity=-1.70 kcal/mol elapsed=1.1s
