gene,volatile,dose_uM,seed,quiescent_fraction,command_rate_hz,network_rate_hz
nuo-1,sevoflurane,3000.0,219,1.0,0.3255208333333333,0.12569444444444444
nuo-1,sevoflurane,3000.0,7,1.0,0.23958333333333334,0.11347222222222222
nuo-1,sevoflurane,3000.0,91,1.0,0.3567708333333333,0.13125
unc-79,halothane,200.0,137,0.4375,3.28125,0.9497222222222222
unc-79,halothane,200.0,219,0.3333333333333333,3.9869791666666665,1.1077777777777778
unc-79,halothane,200.0,7,0.375,3.3307291666666665,0.9290277777777778
unc-79,halothane,200.0,91,0.3958333333333333,3.6380208333333335,1.0256944444444445
unc-79,halothane,500.0,7,0.9375,1.1640625,0.3398611111111111
unc-79,halothane,500.0,91,0.9166666666666666,1.3046875,0.37930555555555556
unc-79,halothane,1000.0,42,1.0,0.4375,0.17166666666666666
unc-79,halothane,1000.0,137,1.0,0.4375,0.17277777777777778
unc-79,halothane,350.0,91,0.875,1.8385416666666667,0.5363888888888889
unc-79,halothane,500.0,42,0.9791666666666666,1.0755208333333333,0.3229166666666667
unc-79,halothane,500.0,137,0.9583333333333334,1.0208333333333333,0.3219444444444444
unc-79,halothane,500.0,219,0.9583333333333334,1.109375,0.3388888888888889
unc-79,halothane,10.0,42,0.0,16.591145833333332,5.106111111111111
unc-79,halothane,10.0,137,0.0,15.658854166666666,4.8677777777777775
unc-79,halothane,10.0,219,0.0,17.440104166666668,5.385277777777778
unc-79,halothane,10.0,7,0.0,15.1953125,4.698611111111111
unc-79,halothane,30.0,7,0.0,12.424479166666666,3.7872222222222223
unc-79,halothane,30.0,91,0.0,13.966145833333334,4.2259722222222225
unc-79,halothane,100.0,42,0.020833333333333332,7.463541666666667,2.1454166666666667
unc-79,halothane,100.0,137,0.020833333333333332,7.067708333333333,2.0616666666666665
unc-79,halothane,100.0,219,0.020833333333333332,7.684895833333333,2.2151388888888888
unc-79,halothane,100.0,7,0.0625,6.4296875,1.871388888888889
unc-79,halothane,100.0,91,0.041666666666666664,7.4609375,2.154166666666667
unc-79,halothane,200.0,42,0.4166666666666667,3.6614583333333335,1.0140277777777778
unc-79,halothane,350.0,42,0.8541666666666666,1.6744791666666667,0.48333333333333334
unc-79,halothane,350.0,137,0.8958333333333334,1.6796875,0.4865277777777778
unc-79,halothane,350.0,219,0.75,1.8958333333333333,0.5352777777777777
unc-79,halothane,350.0,7,0.875,1.5130208333333333,0.45208333333333334
unc-79,isoflurane,10.0,42,0.0,16.442708333333332,5.0536111111111115
unc-79,isoflurane,10.0,137,0.0,15.510416666666666,4.8190277777777775
unc-79,isoflurane,10.0,219,0.0,17.268229166666668,5.325833333333334
unc-79,isoflurane,10.0,7,0.0,15.234375,4.704444444444444
unc-79,isoflurane,100.0,219,0.041666666666666664,7.263020833333333,2.0906944444444444
unc-79,isoflurane,100.0,7,0.08333333333333333,6.044270833333333,1.7556944444444444
unc-79,isoflurane,100.0,91,0.08333333333333333,6.893229166666667,1.99125
unc-79,isoflurane,200.0,42,0.4583333333333333,3.3854166666666665,0.9336111111111111
unc-79,isoflurane,30.0,7,0.0,11.981770833333334,3.657638888888889
unc-79,isoflurane,30.0,91,0.0,13.627604166666666,4.119861111111111
unc-79,isoflurane,100.0,42,0.020833333333333332,7.1640625,2.049722222222222
unc-79,isoflurane,100.0,137,0.041666666666666664,6.518229166666667,1.8822222222222222
unc-79,halothane,1000.0,219,1.0,0.5052083333333334,0.18166666666666667
unc-79,halothane,1000.0,7,1.0,0.4401041666666667,0.16902777777777778
unc-79,halothane,1000.0,91,1.0,0.5703125,0.1963888888888889
unc-79,halothane,3000.0,42,1.0,0.19010416666666666,0.10361111111111111
unc-79,isoflurane,200.0,137,0.5416666666666666,2.9791666666666665,0.8643055555555555
unc-79,isoflurane,200.0,219,0.4375,3.6276041666666665,1.015
unc-79,isoflurane,200.0,7,0.3958333333333333,2.9817708333333335,0.8419444444444445
unc-79,isoflurane,200.0,91,0.4791666666666667,3.3932291666666665,0.9566666666666667
unc-79,halothane,3000.0,137,1.0,0.20833333333333334,0.10333333333333333
unc-79,halothane,3000.0,219,1.0,0.23177083333333334,0.10930555555555556
unc-79,halothane,3000.0,7,1.0,0.1796875,0.10263888888888889
unc-79,halothane,3000.0,91,1.0,0.2526041666666667,0.11486111111111111
unc-79,isoflurane,10.0,91,0.0,16.994791666666668,5.228888888888889
unc-79,isoflurane,30.0,42,0.0,13.328125,4.040277777777778
unc-79,isoflurane,30.0,137,0.0,12.283854166666666,3.7593055555555557
unc-79,isoflurane,30.0,219,0.0,13.848958333333334,4.1775
unc-79,isoflurane,500.0,7,0.9375,1.0807291666666667,0.3240277777777778
unc-79,isoflurane,500.0,91,0.9166666666666666,1.2317708333333333,0.3611111111111111
unc-79,isoflurane,1000.0,42,1.0,0.3958333333333333,0.16444444444444445
unc-79,isoflurane,1000.0,137,0.9791666666666666,0.4583333333333333,0.17375
unc-79,isoflurane,350.0,42,0.8958333333333334,1.5026041666666667,0.44180555555555556
unc-79,isoflurane,350.0,137,0.9375,1.5651041666666667,0.4552777777777778
unc-79,isoflurane,350.0,219,0.7708333333333334,1.765625,0.5026388888888889
unc-79,isoflurane,350.0,7,0.875,1.4166666666666667,0.41944444444444445
unc-79,sevoflurane,10.0,42,0.0,16.260416666666668,5.0025
unc-79,sevoflurane,10.0,137,0.0,15.276041666666666,4.747777777777777
unc-79,sevoflurane,10.0,219,0.0,17.005208333333332,5.242222222222222
unc-79,sevoflurane,10.0,7,0.0,15.020833333333334,4.635833333333333
unc-79,isoflurane,1000.0,219,1.0,0.5182291666666666,0.17944444444444443
unc-79,isoflurane,1000.0,7,1.0,0.4427083333333333,0.16777777777777778
unc-79,isoflurane,1000.0,91,1.0,0.5859375,0.19402777777777777
unc-79,isoflurane,3000.0,42,1.0,0.22135416666666666,0.10791666666666666
unc-79,isoflurane,350.0,91,0.8958333333333334,1.6953125,0.4975
unc-79,isoflurane,500.0,42,0.9791666666666666,1.0442708333333333,0.31083333333333335
unc-79,isoflurane,500.0,137,0.9791666666666666,1.0052083333333333,0.3113888888888889
unc-79,isoflurane,500.0,219,0.9583333333333334,1.0833333333333333,0.32805555555555554
unc-79,sevoflurane,30.0,7,0.0,11.864583333333334,3.600416666666667
unc-79,sevoflurane,30.0,91,0.0,13.2578125,4.0129166666666665
unc-79,sevoflurane,100.0,42,0.020833333333333332,6.841145833333333,1.9538888888888888
unc-79,sevoflurane,100.0,137,0.041666666666666664,6.369791666666667,1.826111111111111
unc-79,sevoflurane,10.0,91,0.0,16.8671875,5.189861111111111
unc-79,sevoflurane,30.0,42,0.0,12.8671875,3.8894444444444445
unc-79,sevoflurane,30.0,137,0.0,11.994791666666666,3.6675
unc-79,sevoflurane,30.0,219,0.0,13.4140625,4.044722222222222
unc-79,sevoflurane,200.0,137,0.5416666666666666,2.9296875,0.8505555555555555
unc-79,sevoflurane,200.0,219,0.4583333333333333,3.5677083333333335,0.9911111111111112
unc-79,sevoflurane,200.0,7,0.4583333333333333,2.9192708333333335,0.8226388888888889
unc-79,sevoflurane,200.0,91,0.5208333333333334,3.28125,0.9252777777777778
unc-79,isoflurane,3000.0,137,1.0,0.24739583333333334,0.10680555555555556
unc-79,isoflurane,3000.0,219,1.0,0.2630208333333333,0.1123611111111111
unc-79,isoflurane,3000.0,7,1.0,0.2265625,0.10597222222222222
unc-79,isoflurane,3000.0,91,1.0,0.2760416666666667,0.11611111111111111
unc-79,sevoflurane,500.0,7,0.9375,1.0859375,0.32416666666666666
unc-79,sevoflurane,500.0,91,0.9166666666666666,1.2369791666666667,0.36444444444444446
unc-79,sevoflurane,1000.0,42,1.0,0.4401041666666667,0.16930555555555554
unc-79,sevoflurane,1000.0,137,1.0,0.4270833333333333,0.1686111111111111
unc-79,sevoflurane,3000.0,137,1.0,0.2786458333333333,0.11361111111111111
unc-79,sevoflurane,3000.0,219,1.0,0.3046875,0.11819444444444445
unc-79,sevoflurane,3000.0,7,1.0,0.23177083333333334,0.10833333333333334
unc-79,sevoflurane,3000.0,91,1.0,0.3307291666666667,0.12319444444444444
unc-79,sevoflurane,100.0,219,0.041666666666666664,6.901041666666667,1.9806944444444445
unc-79,sevoflurane,100.0,7,0.08333333333333333,5.78125,1.6752777777777779
unc-79,sevoflurane,100.0,91,0.08333333333333333,6.684895833333333,1.927361111111111
unc-79,sevoflurane,200.0,42,0.4791666666666667,3.265625,0.8956944444444445
unc-79,sevoflurane,1000.0,219,1.0,0.546875,0.18486111111111111
unc-79,sevoflurane,1000.0,7,1.0,0.5208333333333334,0.17777777777777778
unc-79,sevoflurane,1000.0,91,1.0,0.6432291666666666,0.2061111111111111
unc-79,sevoflurane,3000.0,42,1.0,0.22916666666666666,0.10694444444444444
unc-79,sevoflurane,350.0,42,0.8958333333333334,1.5208333333333333,0.4444444444444444
unc-79,sevoflurane,350.0,137,0.9375,1.5833333333333333,0.45694444444444443
unc-79,sevoflurane,350.0,219,0.7708333333333334,1.8177083333333333,0.5109722222222223
unc-79,sevoflurane,350.0,7,0.8541666666666666,1.4869791666666667,0.4325
unc-79,sevoflurane,350.0,91,0.8958333333333334,1.6875,0.4926388888888889
unc-79,sevoflurane,500.0,42,0.9791666666666666,1.0364583333333333,0.3109722222222222
unc-79,sevoflurane,500.0,137,0.9791666666666666,1.0026041666666667,0.3104166666666667
unc-79,sevoflurane,500.0,219,0.9583333333333334,1.1380208333333333,0.3413888888888889
unc-80,halothane,100.0,219,0.020833333333333332,7.684895833333333,2.2151388888888888
unc-80,halothane,100.0,7,0.0625,6.4296875,1.871388888888889
unc-80,halothane,100.0,91,0.041666666666666664,7.4609375,2.154166666666667
unc-80,halothane,200.0,42,0.4166666666666667,3.6614583333333335,1.0140277777777778
unc-80,halothane,30.0,7,0.0,12.424479166666666,3.7872222222222223
unc-80,halothane,30.0,91,0.0,13.966145833333334,4.2259722222222225
unc-80,halothane,100.0,42,0.020833333333333332,7.463541666666667,2.1454166666666667
unc-80,halothane,100.0,137,0.020833333333333332,7.067708333333333,2.0616666666666665
unc-80,halothane,10.0,42,0.0,16.591145833333332,5.106111111111111
unc-80,halothane,10.0,137,0.0,15.658854166666666,4.8677777777777775
unc-80,halothane,10.0,219,0.0,17.440104166666668,5.385277777777778
unc-80,halothane,10.0,7,0.0,15.1953125,4.698611111111111
unc-80,halothane,350.0,91,0.875,1.8385416666666667,0.5363888888888889
unc-80,halothane,500.0,42,0.9791666666666666,1.0755208333333333,0.3229166666666667
unc-80,halothane,500.0,137,0.9583333333333334,1.0208333333333333,0.3219444444444444
unc-80,halothane,500.0,219,0.9583333333333334,1.109375,0.3388888888888889
unc-80,halothane,10.0,91,0.0,17.036458333333332,5.249722222222222
unc-80,halothane,30.0,42,0.0,13.559895833333334,4.120833333333334
unc-80,halothane,30.0,137,0.0,12.744791666666666,3.8959722222222224
unc-80,halothane,30.0,219,0.0,14.083333333333334,4.256388888888889
unc-80,halothane,500.0,7,0.9375,1.1640625,0.3398611111111111
unc-80,halothane,500.0,91,0.9166666666666666,1.3046875,0.37930555555555556
unc-80,halothane,1000.0,42,1.0,0.4375,0.17166666666666666
unc-80,halothane,1000.0,137,1.0,0.4375,0.17277777777777778
unc-80,halothane,200.0,137,0.4375,3.28125,0.9497222222222222
unc-80,halothane,200.0,219,0.3333333333333333,3.9869791666666665,1.1077777777777778
unc-80,halothane,200.0,7,0.375,3.3307291666666665,0.9290277777777778
unc-80,halothane,200.0,91,0.3958333333333333,3.6380208333333335,1.0256944444444445
unc-80,halothane,350.0,42,0.8541666666666666,1.6744791666666667,0.48333333333333334
unc-80,halothane,350.0,137,0.8958333333333334,1.6796875,0.4865277777777778
unc-80,halothane,350.0,219,0.75,1.8958333333333333,0.5352777777777777
unc-80,halothane,350.0,7,0.875,1.5130208333333333,0.45208333333333334
unc-80,isoflurane,30.0,7,0.0,11.981770833333334,3.657638888888889
unc-80,isoflurane,30.0,91,0.0,13.627604166666666,4.119861111111111
unc-80,isoflurane,100.0,42,0.020833333333333332,7.1640625,2.049722222222222
unc-80,isoflurane,100.0,137,0.041666666666666664,6.518229166666667,1.8822222222222222
unc-80,isoflurane,100.0,219,0.041666666666666664,7.263020833333333,2.0906944444444444
unc-80,isoflurane,100.0,7,0.08333333333333333,6.044270833333333,1.7556944444444444
unc-80,isoflurane,100.0,91,0.08333333333333333,6.893229166666667,1.99125
unc-80,isoflurane,200.0,42,0.4583333333333333,3.3854166666666665,0.9336111111111111
unc-80,halothane,3000.0,137,1.0,0.20833333333333334,0.10333333333333333
unc-80,halothane,3000.0,219,1.0,0.23177083333333334,0.10930555555555556
unc-80,halothane,3000.0,7,1.0,0.1796875,0.10263888888888889
unc-80,halothane,3000.0,91,1.0,0.2526041666666667,0.11486111111111111
unc-80,halothane,1000.0,219,1.0,0.5052083333333334,0.18166666666666667
unc-80,halothane,1000.0,7,1.0,0.4401041666666667,0.16902777777777778
unc-80,halothane,1000.0,91,1.0,0.5703125,0.1963888888888889
unc-80,halothane,3000.0,42,1.0,0.19010416666666666,0.10361111111111111
unc-80,isoflurane,10.0,42,0.0,16.442708333333332,5.0536111111111115
unc-80,isoflurane,10.0,137,0.0,15.510416666666666,4.8190277777777775
unc-80,isoflurane,10.0,219,0.0,17.268229166666668,5.325833333333334
unc-80,isoflurane,10.0,7,0.0,15.234375,4.704444444444444
unc-80,isoflurane,350.0,42,0.8958333333333334,1.5026041666666667,0.44180555555555556
unc-80,isoflurane,350.0,137,0.9375,1.5651041666666667,0.4552777777777778
unc-80,isoflurane,350.0,219,0.7708333333333334,1.765625,0.5026388888888889
unc-80,isoflurane,350.0,7,0.875,1.4166666666666667,0.41944444444444445
unc-80,isoflurane,10.0,91,0.0,16.994791666666668,5.228888888888889
unc-80,isoflurane,30.0,42,0.0,13.328125,4.040277777777778
unc-80,isoflurane,30.0,137,0.0,12.283854166666666,3.7593055555555557
unc-80,isoflurane,30.0,219,0.0,13.848958333333334,4.1775
unc-80,isoflurane,500.0,7,0.9375,1.0807291666666667,0.3240277777777778
unc-80,isoflurane,500.0,91,0.9166666666666666,1.2317708333333333,0.3611111111111111
unc-80,isoflurane,1000.0,42,1.0,0.3958333333333333,0.16444444444444445
unc-80,isoflurane,1000.0,137,0.9791666666666666,0.4583333333333333,0.17375
unc-80,isoflurane,200.0,137,0.5416666666666666,2.9791666666666665,0.8643055555555555
unc-80,isoflurane,200.0,219,0.4375,3.6276041666666665,1.015
unc-80,isoflurane,200.0,7,0.3958333333333333,2.9817708333333335,0.8419444444444445
unc-80,isoflurane,200.0,91,0.4791666666666667,3.3932291666666665,0.9566666666666667
unc-80,sevoflurane,10.0,42,0.0,16.260416666666668,5.0025
unc-80,sevoflurane,10.0,137,0.0,15.276041666666666,4.747777777777777
unc-80,sevoflurane,10.0,219,0.0,17.005208333333332,5.242222222222222
unc-80,sevoflurane,10.0,7,0.0,15.020833333333334,4.635833333333333
unc-80,isoflurane,350.0,91,0.8958333333333334,1.6953125,0.4975
unc-80,isoflurane,500.0,42,0.9791666666666666,1.0442708333333333,0.31083333333333335
unc-80,isoflurane,500.0,137,0.9791666666666666,1.0052083333333333,0.3113888888888889
unc-80,isoflurane,500.0,219,0.9583333333333334,1.0833333333333333,0.32805555555555554
unc-80,sevoflurane,10.0,91,0.0,16.8671875,5.189861111111111
unc-80,sevoflurane,30.0,42,0.0,12.8671875,3.8894444444444445
unc-80,sevoflurane,30.0,137,0.0,11.994791666666666,3.6675
unc-80,sevoflurane,30.0,219,0.0,13.4140625,4.044722222222222
unc-80,isoflurane,1000.0,219,1.0,0.5182291666666666,0.17944444444444443
unc-80,isoflurane,1000.0,7,1.0,0.4427083333333333,0.16777777777777778
unc-80,isoflurane,1000.0,91,1.0,0.5859375,0.19402777777777777
unc-80,isoflurane,3000.0,42,1.0,0.22135416666666666,0.10791666666666666
unc-80,sevoflurane,350.0,42,0.8958333333333334,1.5208333333333333,0.4444444444444444
unc-80,sevoflurane,350.0,137,0.9375,1.5833333333333333,0.45694444444444443
unc-80,sevoflurane,350.0,219,0.7708333333333334,1.8177083333333333,0.5109722222222223
unc-80,sevoflurane,350.0,7,0.8541666666666666,1.4869791666666667,0.4325
unc-80,isoflurane,3000.0,137,1.0,0.24739583333333334,0.10680555555555556
unc-80,isoflurane,3000.0,219,1.0,0.2630208333333333,0.1123611111111111
unc-80,isoflurane,3000.0,7,1.0,0.2265625,0.10597222222222222
unc-80,isoflurane,3000.0,91,1.0,0.2760416666666667,0.11611111111111111
unc-80,sevoflurane,100.0,219,0.041666666666666664,6.901041666666667,1.9806944444444445
unc-80,sevoflurane,100.0,7,0.08333333333333333,5.78125,1.6752777777777779
unc-80,sevoflurane,100.0,91,0.08333333333333333,6.684895833333333,1.927361111111111
unc-80,sevoflurane,200.0,42,0.4791666666666667,3.265625,0.8956944444444445
unc-80,sevoflurane,30.0,7,0.0,11.864583333333334,3.600416666666667
unc-80,sevoflurane,30.0,91,0.0,13.2578125,4.0129166666666665
unc-80,sevoflurane,100.0,42,0.020833333333333332,6.841145833333333,1.9538888888888888
unc-80,sevoflurane,100.0,137,0.041666666666666664,6.369791666666667,1.826111111111111
unc-80,sevoflurane,200.0,137,0.5416666666666666,2.9296875,0.8505555555555555
unc-80,sevoflurane,200.0,219,0.4583333333333333,3.5677083333333335,0.9911111111111112
unc-80,sevoflurane,200.0,7,0.4583333333333333,2.9192708333333335,0.8226388888888889
unc-80,sevoflurane,200.0,91,0.5208333333333334,3.28125,0.9252777777777778
unc-80,sevoflurane,500.0,7,0.9375,1.0859375,0.32416666666666666
unc-80,sevoflurane,500.0,91,0.9166666666666666,1.2369791666666667,0.36444444444444446
unc-80,sevoflurane,1000.0,42,1.0,0.4401041666666667,0.16930555555555554
unc-80,sevoflurane,1000.0,137,1.0,0.4270833333333333,0.1686111111111111
goa-1,halothane,10.0,42,0.0,35.7890625,13.1825
goa-1,halothane,10.0,137,0.0,34.716145833333336,12.845416666666667
goa-1,halothane,10.0,219,0.0,36.872395833333336,13.593194444444444
goa-1,halothane,10.0,7,0.0,34.854166666666664,12.809583333333334
unc-80,sevoflurane,350.0,91,0.8958333333333334,1.6875,0.4926388888888889
unc-80,sevoflurane,500.0,42,0.9791666666666666,1.0364583333333333,0.3109722222222222
unc-80,sevoflurane,500.0,137,0.9791666666666666,1.0026041666666667,0.3104166666666667
unc-80,sevoflurane,500.0,219,0.9583333333333334,1.1380208333333333,0.3413888888888889
unc-80,sevoflurane,3000.0,137,1.0,0.2786458333333333,0.11361111111111111
unc-80,sevoflurane,3000.0,219,1.0,0.3046875,0.11819444444444445
unc-80,sevoflurane,3000.0,7,1.0,0.23177083333333334,0.10833333333333334
unc-80,sevoflurane,3000.0,91,1.0,0.3307291666666667,0.12319444444444444
unc-80,sevoflurane,1000.0,219,1.0,0.546875,0.18486111111111111
unc-80,sevoflurane,1000.0,7,1.0,0.5208333333333334,0.17777777777777778
unc-80,sevoflurane,1000.0,91,1.0,0.6432291666666666,0.2061111111111111
unc-80,sevoflurane,3000.0,42,1.0,0.22916666666666666,0.10694444444444444
goa-1,halothane,200.0,137,0.0,13.5546875,4.434027777777778
goa-1,halothane,200.0,219,0.0,13.763020833333334,4.558194444444444
goa-1,halothane,200.0,7,0.0,12.348958333333334,4.054027777777778
goa-1,halothane,200.0,91,0.0,14.028645833333334,4.629166666666666
goa-1,halothane,100.0,219,0.0,21.4140625,7.429166666666666
goa-1,halothane,100.0,7,0.0,20.130208333333332,6.972916666666666
goa-1,halothane,100.0,91,0.0,21.546875,7.460416666666666
goa-1,halothane,200.0,42,0.0,14.151041666666666,4.614027777777777
goa-1,halothane,10.0,91,0.0,35.760416666666664,13.243472222222222
goa-1,halothane,30.0,42,0.0,32.088541666666664,11.575972222222223
goa-1,halothane,30.0,137,0.0,29.940104166666668,10.898333333333333
goa-1,halothane,30.0,219,0.0,32.5546875,11.78888888888889
goa-1,halothane,30.0,7,0.0,30.677083333333332,11.122083333333334
goa-1,halothane,30.0,91,0.0,31.216145833333332,11.352916666666667
goa-1,halothane,100.0,42,0.0,21.236979166666668,7.315833333333333
goa-1,halothane,100.0,137,0.0,19.8984375,6.893055555555556
goa-1,halothane,3000.0,137,0.9375,1.1588541666666667,0.3176388888888889
goa-1,halothane,3000.0,219,0.9791666666666666,1.0703125,0.3088888888888889
goa-1,halothane,3000.0,7,0.8958333333333334,1.0989583333333333,0.30833333333333335
goa-1,halothane,3000.0,91,0.9375,1.2369791666666667,0.3461111111111111
goa-1,halothane,500.0,7,0.20833333333333334,4.9609375,1.4872222222222222
goa-1,halothane,500.0,91,0.10416666666666667,6.182291666666667,1.8527777777777779
goa-1,halothane,1000.0,42,0.5,2.9453125,0.8208333333333333
goa-1,halothane,1000.0,137,0.6458333333333334,2.7890625,0.7891666666666667
goa-1,halothane,350.0,42,0.08333333333333333,8.239583333333334,2.547083333333333
goa-1,halothane,350.0,137,0.08333333333333333,7.763020833333333,2.4234722222222222
goa-1,halothane,350.0,219,0.0,8.729166666666666,2.718472222222222
goa-1,halothane,350.0,7,0.08333333333333333,7.369791666666667,2.2725
goa-1,isoflurane,10.0,91,0.0,35.5703125,13.15236111111111
goa-1,isoflurane,30.0,42,0.0,31.895833333333332,11.476805555555556
goa-1,isoflurane,30.0,137,0.0,28.880208333333332,10.488472222222223
goa-1,isoflurane,30.0,219,0.0,31.684895833333332,11.456666666666667
goa-1,isoflurane,100.0,219,0.0,20.598958333333332,7.126527777777778
goa-1,isoflurane,100.0,7,0.0,18.875,6.506111111111111
goa-1,isoflurane,100.0,91,0.0,20.854166666666668,7.19625
goa-1,isoflurane,200.0,42,0.0,13.453125,4.385555555555555
goa-1,halothane,350.0,91,0.020833333333333332,8.2421875,2.57625
goa-1,halothane,500.0,42,0.16666666666666666,5.9609375,1.7640277777777778
goa-1,halothane,500.0,137,0.14583333333333334,5.494791666666667,1.66125
goa-1,halothane,500.0,219,0.08333333333333333,6.098958333333333,1.8344444444444445
goa-1,isoflurane,10.0,42,0.0,35.640625,13.120416666666667
goa-1,isoflurane,10.0,137,0.0,34.424479166666664,12.725555555555555
goa-1,isoflurane,10.0,219,0.0,36.697916666666664,13.53125
goa-1,isoflurane,10.0,7,0.0,34.6484375,12.729583333333334
goa-1,halothane,1000.0,219,0.5833333333333334,2.734375,0.7927777777777778
goa-1,halothane,1000.0,7,0.6458333333333334,2.3177083333333335,0.6551388888888889
goa-1,halothane,1000.0,91,0.5208333333333334,3.0234375,0.8469444444444445
goa-1,halothane,3000.0,42,0.9375,1.0182291666666667,0.28888888888888886
goa-1,isoflurane,200.0,137,0.0,12.8203125,4.188194444444444
goa-1,isoflurane,200.0,219,0.0,13.424479166666666,4.420138888888889
goa-1,isoflurane,200.0,7,0.0,11.763020833333334,3.8534722222222224
goa-1,isoflurane,200.0,91,0.0,13.4296875,4.412083333333333
goa-1,isoflurane,350.0,42,0.08333333333333333,7.9453125,2.450833333333333
goa-1,isoflurane,350.0,137,0.08333333333333333,7.260416666666667,2.274027777777778
goa-1,isoflurane,350.0,219,0.020833333333333332,8.122395833333334,2.5394444444444444
goa-1,isoflurane,350.0,7,0.08333333333333333,6.9609375,2.1494444444444443
goa-1,isoflurane,30.0,7,0.0,29.927083333333332,10.836805555555555
goa-1,isoflurane,30.0,91,0.0,30.528645833333332,11.075972222222223
goa-1,isoflurane,100.0,42,0.0,20.497395833333332,7.0152777777777775
goa-1,isoflurane,100.0,137,0.0,18.911458333333332,6.53125
goa-1,isoflurane,500.0,7,0.20833333333333334,4.6953125,1.4118055555555555
goa-1,isoflurane,500.0,91,0.10416666666666667,6.0,1.8095833333333333
goa-1,isoflurane,1000.0,42,0.5,3.1640625,0.8851388888888889
goa-1,isoflurane,1000.0,137,0.5833333333333334,2.9036458333333335,0.8352777777777778
goa-1,sevoflurane,10.0,91,0.0,35.255208333333336,13.020138888888889
goa-1,sevoflurane,30.0,42,0.0,31.5625,11.339166666666667
goa-1,sevoflurane,30.0,137,0.0,28.859375,10.452361111111111
goa-1,sevoflurane,30.0,219,0.0,31.7109375,11.420972222222222
goa-1,isoflurane,3000.0,137,0.8958333333333334,1.4010416666666667,0.38166666666666665
goa-1,isoflurane,3000.0,219,0.8958333333333334,1.4010416666666667,0.3929166666666667
goa-1,isoflurane,3000.0,7,0.8541666666666666,1.2578125,0.3501388888888889
goa-1,isoflurane,3000.0,91,0.8333333333333334,1.5286458333333333,0.42430555555555555
goa-1,isoflurane,350.0,91,0.020833333333333332,7.830729166666667,2.4375
goa-1,isoflurane,500.0,42,0.16666666666666666,5.9375,1.770138888888889
goa-1,isoflurane,500.0,137,0.1875,5.4140625,1.636388888888889
goa-1,isoflurane,500.0,219,0.08333333333333333,5.822916666666667,1.7616666666666667
goa-1,isoflurane,1000.0,219,0.4791666666666667,3.0572916666666665,0.8844444444444445
goa-1,isoflurane,1000.0,7,0.6041666666666666,2.4348958333333335,0.7052777777777778
goa-1,isoflurane,1000.0,91,0.4583333333333333,3.0963541666666665,0.8818055555555555
goa-1,isoflurane,3000.0,42,0.875,1.2447916666666667,0.3497222222222222
goa-1,sevoflurane,10.0,42,0.0,35.393229166666664,13.015138888888888
goa-1,sevoflurane,10.0,137,0.0,34.4609375,12.716111111111111
goa-1,sevoflurane,10.0,219,0.0,36.255208333333336,13.348472222222222
goa-1,sevoflurane,10.0,7,0.0,34.544270833333336,12.68763888888889
goa-1,sevoflurane,1000.0,219,0.4791666666666667,3.2005208333333335,0.9416666666666667
goa-1,sevoflurane,1000.0,7,0.5625,2.7213541666666665,0.8015277777777777
goa-1,sevoflurane,1000.0,91,0.4583333333333333,3.3671875,0.9638888888888889
goa-1,sevoflurane,3000.0,42,0.7708333333333334,1.703125,0.4666666666666667
goa-1,sevoflurane,200.0,137,0.0,12.223958333333334,3.98125
goa-1,sevoflurane,200.0,219,0.0,13.234375,4.345555555555555
goa-1,sevoflurane,200.0,7,0.0,11.692708333333334,3.8144444444444443
goa-1,sevoflurane,200.0,91,0.0,13.166666666666666,4.308055555555556
goa-1,sevoflurane,30.0,7,0.0,29.359375,10.595694444444444
goa-1,sevoflurane,30.0,91,0.0,30.080729166666668,10.907083333333333
goa-1,sevoflurane,100.0,42,0.0,20.260416666666668,6.89625
goa-1,sevoflurane,100.0,137,0.0,19.046875,6.548472222222222
goa-1,sevoflurane,350.0,42,0.10416666666666667,8.015625,2.4784722222222224
goa-1,sevoflurane,350.0,137,0.08333333333333333,7.166666666666667,2.2533333333333334
goa-1,sevoflurane,350.0,219,0.0,8.114583333333334,2.546388888888889
goa-1,sevoflurane,350.0,7,0.08333333333333333,6.997395833333333,2.1681944444444445
goa-1,sevoflurane,350.0,91,0.020833333333333332,7.7734375,2.422638888888889
goa-1,sevoflurane,500.0,42,0.1875,5.888020833333333,1.7763888888888888
goa-1,sevoflurane,500.0,137,0.14583333333333334,5.611979166666667,1.697638888888889
goa-1,sevoflurane,500.0,219,0.08333333333333333,5.9296875,1.8059722222222223
goa-1,sevoflurane,100.0,219,0.0,20.184895833333332,6.942083333333334
goa-1,sevoflurane,100.0,7,0.0,18.463541666666668,6.3509722222222225
goa-1,sevoflurane,100.0,91,0.0,20.4140625,7.01125
goa-1,sevoflurane,200.0,42,0.0,13.135416666666666,4.281527777777778
goa-1,sevoflurane,500.0,7,0.22916666666666666,4.6953125,1.4188888888888889
goa-1,sevoflurane,500.0,91,0.10416666666666667,6.1640625,1.8604166666666666
goa-1,sevoflurane,1000.0,42,0.4583333333333333,3.3723958333333335,0.9606944444444444
goa-1,sevoflurane,1000.0,137,0.5833333333333334,3.0885416666666665,0.9094444444444445
dgk-1,halothane,10.0,42,0.0,31.713541666666668,10.894583333333333
dgk-1,halothane,10.0,137,0.0,30.0703125,10.434166666666666
